,DOB,Image,Summary,Name
69,15-08-1964,https://upload.wikimedia.org/wikipedia/commons/d/df/Arjun_at_the_%E2%80%98Kolaigaran%E2%80%99_Press_Meet.jpg,"Srinivasa Sarja (born 15 August 1964), known professionally Arjun, is an Indian actor, producer and director. Referred to by the media and his fans as ""Action King"" for his roles in action films, he works predominantly in Tamil, Kannada and Telugu language films,[2][3] while also performing in a few Malayalam and Hindi films.[4][5][6] As of 2017, Arjun had acted in more than 150 movies.[7] Until his 150th film, he has mostly performed in lead roles[8][9] and is one of few South Indian actors to attract fan following from multiple states of India.[10][11] He has directed 11 films and also produced and distributed a number of films.[12].
",Arjun Sarja
70,19-04-1968,https://upload.wikimedia.org/wikipedia/commons/3/3e/ArshadWarsi.jpg,"Arshad Warsi (born 19 April 1968) is an Indian film actor, producer, television personality and playback singer who appears in Bollywood films.[1][2] He is the recipient of several awards including a Filmfare Award from five nominations and is noted for acting in varied film genres.
",Arshad Warsi
71,,https://upload.wikimedia.org/wikipedia/en/b/b7/Arun-Sarnaik-pic.jpg,"Arun Shankarrao Sarnaik (4 October 1935 – 21 June 1984) was an actor and singer from Kolhapur, Maharashtra, India. He was the son of the famous singer ""Maharashtrakokil"" Pt. Shankarao Sarnaik and brother of famous classical singer ""Pandit Nivruttibua Sarnaik"" from Jaipur Atrauli Gharana (4 July 1912 – 16 February 1994).[1][2][3][4]
",Arun Sarnaik
72,17-02-1983,https://upload.wikimedia.org/wikipedia/commons/0/0f/Arunoday_at_J-2_promo.jpg,"Arunoday Singh (born 17 February 1983) is an Indian film actor. His debut movie was Sikandar (2009). Singh has appeared in Sudhir Mishra's Yeh Saali Zindagi (2011), Pooja Bhatt's Jism 2 (2012), David Dhawan's Main Tera Hero (2014), and Ashutosh Gowariker's Mohenjo Daro (2016). He was also the protagonist in the film Buddha in a Traffic Jam (2016), by Vivek Agnihotri, dealing with the issue of naxalism. He also starred as a supporting actor in the 2018 Abhinay Deo film Blackmail.
",Arunoday Singh
73,,https://upload.wikimedia.org/wikipedia/commons/1/1a/Arvind_Krishna.jpg.png,"Arvind Krishna (born 1962) is an Indian American business executive. He is the chief executive officer (CEO) of IBM.[3] Krishna began his career at IBM as an engineer, was promoted to senior vice president in 2015, and was promoted to CEO in 2020.[4] He led IBM's 2018 acquisition of Red Hat for $34 billion, which is the largest software company acquisition in history.[5] On his first day as CEO, Krishna wrote to IBM staff, ""I believe we can make IBM the most trusted technology partner of the 21st century...Character is of the utmost importance.""[6]
",Arvind Krishna
74,,https://upload.wikimedia.org/wikipedia/commons/5/5e/Aravind_Swamy_at_63rd_Filmfare_Awards_2016_%28South%29_Press_Meet.jpg,"Arvind Swami (born 18 June 1970) is an Indian film actor, model, entrepreneur and television presenter known for his work in Tamil cinema.[1][2] He was introduced as an actor by Mani Ratnam with the film Thalapathi (1991) and subsequently starred in successful films such as Roja (1992), Bombay (1995), Minsaara Kanavu (1997) Thani Oruvan (2015), Bogan (2017) and Chekka Chivantha Vaanam (2018).
",Arvind Swamy
75,24-05-1981,https://upload.wikimedia.org/wikipedia/commons/2/22/Arya_Babbar.JPG,"Aarya Babbar (born 24 May 1981) is an Indian actor who appears in Bollywood and Punjabi films.[1] In 2014, Aarya participated in the eighth season of Bigg Boss.
",Arya Babbar
76,11-12-1980,https://upload.wikimedia.org/wikipedia/commons/7/76/Arya_viewing_CCL_match%2C_India.jpg,"Jamshad Cethirakath, known by his stage name Arya, is an Indian film actor and producer, who mainly appears in Tamil films besides appearing in a number of Malayalam, Telugu and Kannada productions. He made his breakthrough portraying rogue characters in Vishnuvardhan's Arinthum Ariyamalum (2005) and Pattiyal (2006). He later won critical acclaim for playing an Aghori in Bala's Naan Kadavul (2009). Arya gained further commercial success with the release of the period drama Madrasapattinam (2010), the comedy film Boss Engira Bhaskaran (2010), family action film Vettai (2012) and Atlee's family film Raja Rani (2013).[1][2][3] Arya has won the Filmfare Award for Best Male Debut – South and received two nominations each for Filmfare Awards and Vijay Awards.[4]
",Arya Cethirakath
77,04-02-1986,https://upload.wikimedia.org/wikipedia/commons/1/18/Asif_Ali_Malayalam_Actor.jpg,"Asif Ali is an Indian film actor and producer, who predominantly works in Malayalam cinema.[2] He started his film career at the age of 23 in Shyamaprasad's 2009 film Ritu, which was highly appreciated by the critics.[3]
",Asif Ali
78,19-06-1965,https://upload.wikimedia.org/wikipedia/commons/d/db/Aashish_Vidyarthi.jpg,"Ashish Vidyarthi (born 19 June 1960) is an Indian film actor and motivational speaker, known for his work in 11 different languages, predominantly in Tamil, Kannada, Malayalam, Telugu, Hindi,  Bhojpuri,
Bengali, English, Odia and Marathi cinema. He is noted for his antagonist and character roles. He also acted in the TV serial, Ham Panchi Ek Chal Ke. In 1995, he received the National Film Award for Best Supporting Actor for Drohkaal.[3][4]
",Ashish Vidyarthi
79,12-09-1951,,"Ashok (born 12 September 1951) is an Indian actor in the Kannada film industry, known for drama roles. His notable films include Ranganayaki,[1] Sanadi Appanna, Vijayavani, Archana, Chellida Rakta, Taayiya Madilalli, Raja Maharaja and Krantiyogi Basavanna.[2] 
",Ashok
80,13-10-1911,https://upload.wikimedia.org/wikipedia/commons/4/4b/Portrait_Ashok_Kumar_Actor.jpg,"Kumudlal Ganguly (13 October 1911 – 10 December 2001), better known by his stage name Ashok Kumar and also fondly called Dadamoni, was an Indian film actor who attained iconic status in Indian cinema and who was a member of the cinematic Ganguly family. He was honoured in 1988 with the Dadasaheb Phalke Award, the highest national award for cinema artists, by the Government of India and also received the Padma Bhushan in 1999 for his contributions to Indian cinema. He is considered to be one of India's finest actors ever, playing leading, antagonist and character roles with equal panache.
",Ashok Kumar
81,01-01-1941,https://upload.wikimedia.org/wikipedia/commons/6/6a/Asrani_at_the_launch_of_%27Its_Only_Cinema%27_magazine_11.jpg,"Govardhan Asrani (born 1 January 1941)  popularly known simply as Asrani, is an Indian actor and director whose Bollywood career has spanned five decades. He has acted in over 350 Hindi films. Asrani has played the lead hero, character roles, comedic roles and supporting roles.
",Asrani
82,04-06-1947,https://upload.wikimedia.org/wikipedia/commons/d/d0/Ashok_Saraf.jpg,"Ashok Saraf (born 4 June 1947) is an Indian film and stage actor[1] and comedian.[2] He has appeared in many Marathi language films and stage plays in lead roles and in Hindi language films and TV serials in supporting roles. He received five Filmfare Awards, Maharashtra government award for the film Pandu Havaldar, Screen Award for Sawai Havaldar, Bhojpuri Film Award for Maika Bitua, ten state government awards for Marathi films and Best Comedian in Maharashtracha Favorite Kon.
",Ashok Saraf
83,08-11-1989,,"Ashok Selvan is an Indian film actor. He made his breakthrough playing one of the lead roles in Soodhu Kavvum (2013), before gaining critical acclaim for his performances in C. V. Kumar's productions Pizza II: Villa (2013) and Thegidi (2014).
",Ashok Selvan
84,,,"Dinesh Ravi, best known by his stage name Attakathi Dinesh, is an Indian film actor who has acted in leading roles in Tamil cinema. He made his breakthrough playing the lead role in Attakathi (2012), portraying Dinakaran.
",Attakathi Dinesh
85,24-06-1970,https://upload.wikimedia.org/wikipedia/commons/0/0c/Atul-agnihotri.jpg,"Atul Agnihotri (born 24th June 1970) is an Indian film actor, producer and director.[2][dead link] He started his Bollywood career as an actor, went on to direct two films, and found success as a film producer. He is best known for his debut film Sir (1993), which was the most notable film of his career and featured him as the lead protagonist. His other notable films were Aatish: Feel the Fire (1994) and Krantiveer (1994).
",Atul Agnihotri
86,10-09-1965,https://upload.wikimedia.org/wikipedia/commons/5/5c/Atul_Kulkarni_graces_the_screening_of_Sonata.jpg,"Atul Kulkarni (born 10 September 1965) is an Indian film actor who has acted in multi -language cinemas.
",Atul Kulkarni
87,,,"Aditya is an Indian film producer and actor, primarily appearing in Kannada films. He made his acting debut in 2004, starring in Love and went on to appear in several commercially successful films. He is the son of Kannada director Rajendra Singh Babu.
",Auditya
88,15-08-1985,https://upload.wikimedia.org/wikipedia/commons/1/1e/Avinash_Tiwary_Photo.jpg,"Avinash Tiwary (born 15 August 1985) is an Indian actor who works in Hindi films. He rose to prominence in 2018 with the leading role in the romantic movie Laila Majnu by Sajid Ali and Imitiaz Ali.[1]
",Avinash Tiwary
89,22-12-1959,,"Avinash Yelandur (born 22 December 1959) is an Indian actor who stars predominantly in South Indian language films, notably in the Kannada and Tamil film industries. He has been in the industry for two decades and has acted in over 200 films. Known for his authentic portrayal of complex characters and versatility, Avinash is one of the most sought-after actors in the supporting category. He is one of the few actors to enjoy both critical and commercial success.
",Avinash
90,14-09-1984,https://upload.wikimedia.org/wikipedia/commons/e/ed/Ayushmann_Khurrana_promoting_Andhadhun.jpg,"Ayushmann Khurrana (born Nishant Khurrana on 14 September 1984) is an Indian actor, singer, and television host. Known for his portrayals of ordinary men,[2][3] he is the recipient of several awards, including a National Film Award and four Filmfare Awards, and has appeared in Forbes India's Celebrity 100 list of 2013 and 2019.
",Ayushman Khurana
91,,https://upload.wikimedia.org/wikipedia/commons/c/c5/Geoffrey_Brown%2C_Mr._Jim_Mc_Elroy%2C_Mr._John_Winter_and_Mr._Anupam_Sharma_addressing_the_Press_Conference%2C_during_the_39th_International_Film_Festival_%28IFFI-2008%29%2C_in_Panaji%2C_Goa_on_November_25%2C_2008.jpg,"Anupam Sharma[1] is an Australian film director, actor, film producer, and author of Indian origin. Sharma[2] has been widely acknowledged by Australian and Indian media as a producer who pioneered films links between India and Australia since 1997. Sharma[3] was appointed as an Australia Day Ambassador[4] and named one of the fifty most influential professionals in the Australian film industry (Encore Magazine). He is best known for producing Bollywood films filmed in Australia, including Dil Chahta Hai and Heyy Babyy. He is the director of the Australian feature film unIndian,[5] starring Australian cricketer Brett Lee, released in 2015. In 2014 the film was announced by Australian Prime Minister Tony Abbott. As a director apart from unINDIAN he has also directed Indian Aussies (Terms & Conditions Apply), NSW Tourism Ad Campaign, Intellectual Property Awareness Foundation anti-piracy campaign and award-winning Australian feature documentary The Run.[6]
",Anupam Sharma
92,,,"Basavanagowda Channabasavanagowda Patil, popularly known as B. C. Patil, is a Kannada actor and is a three-term MLA from Hirekerur assembly constituency.
",B. C. Patil
93,26-07-1910,https://upload.wikimedia.org/wikipedia/commons/b/ba/BRBandulu.jpg,"Budaguru Ramakrishnaiah Panthulu (26 July 1910 — 8 October 1974)[1] was an Indian film director, producer and actor. He is best known for directing films in Kannada, Tamil,Telugu and Hindi. His most popular films are Sri Krishnadevaraya, School Master, Kittur Channamma, Karnan and Veerapandiya Kattabomman. B. R. Panthulu, is a successful actor and converted Ma. Po. Si.'s biographic works Veerapandiya Kattabomman (a movie about a local chieftain who fought with the British in the 18th century in Tamil Nadu) and Kappalottiya Thamizhan (a movie about a disciple Of Bal Gangathar Thilak, a leading lawyer, first leader in South India, called as Thilak of South India) who rebelled against the British rule that forbade Tamils operating shipping companies) to celluloid.
",B. R. Panthulu
94,,,"

Not to be confused with the music director of the same name
",Baburaj
95,,https://upload.wikimedia.org/wikipedia/commons/c/c8/Babu_Antony_in_Karinkunnam_6s_movie.jpg,"Babu Antony is an Indian film actor and mixed martial artist, who works primarily in Malayalam cinema. He has also acted in Tamil, Telugu, Kannada, Sinhalese, Hindi and English films. He has mostly done action roles. Babu owns mixed martial art academy in Houston.[1]
",Babu Antony
96,02-11-1911,https://upload.wikimedia.org/wikipedia/commons/0/0a/T_N_Balakrishna.png,"T.N.Balakrishna (2 November 1911 – 19 July 1995) was an Indian actor in the Kannada film industry. He was said to have a hearing problem and some say that he was totally deaf. However, he would catch the lip movements of the artists and would narrate the dialogues spontaneously. He was popular for his comic and villainous roles in films like Muriyada Mane (1964), Bangaarada Manushya (1972), Gandhada Gudi (1973)  and Kaamana Billu (1983) and appeared in over a hundred films that starred Rajkumar in the lead role.[2]
",Balakrishna
97,,,"Nandamuri Balakrishna is an Indian politician and film actor known for his works in Telugu cinema.[1][2] He is the sixth son of Telugu film actor and former Chief Minister of Andhra Pradesh N. T. Rama Rao. He entered the film industry as a child artist at the age of fourteen with the film Tatamma Kala (1974)[3][4] and has acted in more than a hundred feature films in varied roles.[citation needed]
",Balakrishna Nandamuri
